restaurant name,locality,feature,review,sentiment
andheri west,Eksar,place,I had visited this place on a recommendation from a friend and was there on a karaoke night.The moment i went in it was understood that this place is going to be awesome fun,1
andheri west,Eksar,place,Its an amazing place to hangout and have some decent priced drinks and food,1
andheri west,Eksar,place,"Had been with few friends for a farewell outing ! Amazing starters , great ambience , good music and good crowd ! The starters were awesome , good quick service , more on the lines of pop tates ! Young crowd who frequent this place swear by the comfort of the place and the staff who knows them being regulars",1
andheri west,Eksar,place,"Amazing place , lively atmosphere and we will priced",1
andheri west,Eksar,place,The place is electric..whenever you go with amazing service and staff and aptly priced,1
andheri west,Eksar,place,It is the best place to hangout with your friends and enjoy the night with some amazing food and alcohol,1
andheri west,Eksar,place,"this place is a small but good for a night out and dj here plays good tracks , food out there is good n best is the service from kitchen to your table what a time u order food within 7to 10 min it is at yur table.good one guys keep it up .",-1
andheri west,Eksar,place,"A good place for food/drinks close to infinity mall , sitting available open , family area , pub with musicChoose your options , menu for pub and restaurant is different we ordered and payed in family restaurant and shifted to pub for indian cuisines.Booz is very cheap 2 average drinkers with food say about 1500 .",1
andheri west,Eksar,place,tis place is simply superb to hang out with friends and have a brilliant time,1
andheri west,Eksar,place,awesome food and the place rocks,1
andheri west,Eksar,food,"They did have me going high too.Sad i didnt try the food , the truth is we were having such a great time we forgot to order food and jus had fun watching the karaoke night do it all whilst enjoying drinks .",1
andheri west,Eksar,food,Its an amazing place to hangout and have some decent priced drinks and food,1
andheri west,Eksar,food,Good quantity of food served quickly and good service with friendly staff ! Worth a visit for small group of friends who can spent some time together having fun ! Pricing is fabulous for the atmosphere !,1
andheri west,Eksar,food,It is the best place to hangout with your friends and enjoy the night with some amazing food and alcohol,1
andheri west,Eksar,food,"this place is a small but good for a night out and dj here plays good tracks , food out there is good n best is the service from kitchen to your table what a time u order food within 7to 10 min it is at yur table.good one guys keep it up .",-1
andheri west,Eksar,food,"A good place for food/drinks close to infinity mall , sitting available open , family area , pub with musicChoose your options , menu for pub and restaurant is different we ordered and payed in family restaurant and shifted to pub for indian cuisines.Booz is very cheap 2 average drinkers with food say about 1500 .",1
andheri west,Eksar,food,"it serves great food , is located right in the the buzz of the city .",1
andheri west,Eksar,food,awesome food and the place rocks,1
andheri west,Eksar,food,"Good food , earlier known as Pappilon .",1
andheri west,Eksar,vibe,It certaily had vibe that is uplifting and kinda liberating and unwinding.It doesnt limit to that the bar tenders have good knowledge of spirits and cocktails,1
andheri west,Eksar,price,Its an amazing place to hangout and have some decent priced drinks and food,1
andheri west,Eksar,price,"Amazing place , lively atmosphere and we will priced",1
andheri west,Eksar,price,The place is electric..whenever you go with amazing service and staff and aptly priced,1
andheri west,Eksar,ambience,"Had been with few friends for a farewell outing ! Amazing starters , great ambience , good music and good crowd ! The starters were awesome , good quick service , more on the lines of pop tates ! Young crowd who frequent this place swear by the comfort of the place and the staff who knows them being regulars",1
andheri west,Eksar,service,We were a bit upset with the service,-1
andheri west,Eksar,service,There is not enough area for you to roam.The service was a little slow even though it was Monday and the veg starters were kind of okay,1
andheri west,Eksar,service,The service is great,1
andheri west,Eksar,service,"Had been with few friends for a farewell outing ! Amazing starters , great ambience , good music and good crowd ! The starters were awesome , good quick service , more on the lines of pop tates ! Young crowd who frequent this place swear by the comfort of the place and the staff who knows them being regulars",1
andheri west,Eksar,service,Good quantity of food served quickly and good service with friendly staff ! Worth a visit for small group of friends who can spent some time together having fun ! Pricing is fabulous for the atmosphere !,1
andheri west,Eksar,service,The place is electric..whenever you go with amazing service and staff and aptly priced,1
andheri west,Eksar,service,"Good service , Clean and tidy , , , , , , , , , , , , , , , , ,",1
andheri west,Eksar,service,"this place is a small but good for a night out and dj here plays good tracks , food out there is good n best is the service from kitchen to your table what a time u order food within 7to 10 min it is at yur table.good one guys keep it up .",-1
andheri west,Eksar,atmosphere,Good quantity of food served quickly and good service with friendly staff ! Worth a visit for small group of friends who can spent some time together having fun ! Pricing is fabulous for the atmosphere !,1
andheri west,Eksar,atmosphere,"Amazing place , lively atmosphere and we will priced",1
timess square,Eksar,decor,The inside seating is quite functional though and the decor is nothing really to write about - a pretty traditional affair,1
timess square,Eksar,place,The place is big but too noisy,1
timess square,Eksar,place,In short for this great place ! ..,1
timess square,Eksar,place,"Their staff management is polite , attentive , quick to respond , serve time is fair enough & TS is a great place to go with your family , friends , big groups or hold corporate meets without burning a hole in your pocket .",1
timess square,Eksar,place,The bit about not informing liquor license is purely on service too.Price - 4/5Super cheap for a place with a fine dine feel,1
timess square,Eksar,place,Good place to work,1
timess square,Eksar,place,"Loved the place..Would simply rate it as one of the finest in Borivali-Kandivali area.Pros : Nice Menu Spread across North Indian , Chinese , Continental and Italian- Good Preparation and Presentation- Amazing Taste- Quick Service- Humble n Professional Staff- Simple yet soothing ambience- AC / Non AC Seating ( non AC preferred , if you love live band ) - Bestest part is Live band - Above excellence ; Fab Singer..Unplugged music..- Vallet Parking- Ample seating area- Huge waiting area- Pure veg with drink- Family Joint n Safe for kids- Accept Zomato GoldCons : - Waiting time was 1.5 hours , which was maddening ; kids were starving n cribbing- Vallet Parking Mgmt was below average ; good to have a central desk to coordinateWill certainly would have given 5 stars , if above 2 issues were not there.Highly Recommended ~",1
